usp_category,usp_class,usp_drug,kegg_id_drug,drug_example,kegg_id_drug_example,nomenclature
Antineoplastics,Molecular Target Inhibitors,bosutinib,DG00718,bosutinib,D03252,(USAN)
Antineoplastics,Molecular Target Inhibitors,bosutinib,DG00718,bosutinib hydrate,D09728,(JAN)
Antineoplastics,Molecular Target Inhibitors,dasatinib,DG00714,dasatinib,D03658,(INN)
Antineoplastics,Molecular Target Inhibitors,dasatinib,DG00714,dasatinib,D06414,(USAN)
Antineoplastics,Molecular Target Inhibitors,imatinib,DG00710,imatinib,D08066,(INN)
Antineoplastics,Molecular Target Inhibitors,imatinib,DG00710,imatinib mesylate,D01441,(USAN)
Antineoplastics,Molecular Target Inhibitors,nilotinib,DG00716,nilotinib,D08953,(USAN/INN)
Antineoplastics,Molecular Target Inhibitors,nilotinib,DG00716,nilotinib hydrochloride hydrate,D06413,(JAN)
Antineoplastics,Molecular Target Inhibitors,ponatinib,DG00722,ponatinib,D09950,(USAN/INN)
Antineoplastics,Molecular Target Inhibitors,ponatinib,DG00722,ponatinib hydrochloride,D09951,(JAN/USAN)
Antineoplastics,Molecular Target Inhibitors,lapatinib,DG00715,lapatinib,D08108,(INN)
Antineoplastics,Molecular Target Inhibitors,lapatinib,DG00715,lapatinib ditosylate,D04024,(USAN)
Antineoplastics,Molecular Target Inhibitors,cabozantinib,DG01670,cabozantinib,D10062,(USAN)
Antineoplastics,Molecular Target Inhibitors,cabozantinib,DG01670,cabozantinib s-malate,D10095,(USAN)
Antineoplastics,Molecular Target Inhibitors,regorafenib,DG00720,regorafenib,D10138,(USAN/INN)
Antineoplastics,Molecular Target Inhibitors,regorafenib,DG00720,regorafenib hydrate,D10137,(JAN)
Antineoplastics,Molecular Target Inhibitors,sorafenib,DG00713,sorafenib,D08524,(USAN/INN)
Antineoplastics,Molecular Target Inhibitors,sorafenib,DG00713,sorafenib tosylate,D06272,(USAN)
Antineoplastics,Molecular Target Inhibitors,sunitinib,DG00712,sunitinib,D08552,(INN)
Antineoplastics,Molecular Target Inhibitors,sunitinib,DG00712,sunitinib malate,D06402,(JAN/USAN)
Antineoplastics,Retinoids,tretinoin,DG00433,tretinoin,D00094,(JAN/USP/INN)
Antineoplastics,Retinoids,tretinoin,DG00433,tretinoin tocoferil,D01516,(JAN)
Antineoplastics,"Antineoplastics, Other",fludarabine,DG00685,fludarabine,D07966,(INN)
Antineoplastics,"Antineoplastics, Other",fludarabine,DG00685,fludarabine phosphate,D01907,(JAN/USP)
Antineoplastics,"Antineoplastics, Other",mitoxantrone,DG00701,mitoxantrone,D08224,(INN)
Antineoplastics,"Antineoplastics, Other",mitoxantrone,DG00701,mitoxantrone hydrochloride,D02166,(JAN/USP)
Antiparasitics,Anthelmintics,albendazole,DG01022,albendazole,D00134,(JAN/USP/INN)
Antiparasitics,Anthelmintics,albendazole,DG01022,albendazole oxide,D07106,(INN)
Antiparasitics,Antiprotozoals,chloroquine,DG01014,chloroquine,D02366,(USP/INN)
Antiparasitics,Antiprotozoals,chloroquine,DG01014,chloroquine phosphate,D02125,(USP)
Antiparasitics,Antiprotozoals,chloroquine,DG01014,chloroquine hydrochloride,D03469,(USP)
Antiparasitics,Antiprotozoals,hydroxychloroquine,DG01015,hydroxychloroquine,D08050,(INN)
Antiparasitics,Antiprotozoals,hydroxychloroquine,DG01015,hydroxychloroquine sulfate,D02114,(JAN/USP)
Antiparasitics,Antiprotozoals,mefloquine,DG01020,mefloquine,D04895,(USAN/INN)
Antiparasitics,Antiprotozoals,mefloquine,DG01020,mefloquine hydrochloride,D00831,(JP17/USP)
Antiparasitics,Antiprotozoals,primaquine,DG01016,primaquine,D08420,(INN)
Antiparasitics,Antiprotozoals,primaquine,DG01016,primaquine phosphate,D02126,(JAN/USP)
Antiparasitics,Antiprotozoals,quinine,DG01019,quinine,D08460,(BAN)
Antiparasitics,Antiprotozoals,quinine,DG01019,quinine ethylcarbonate,D01663,(JP17)
Antiparasitics,Antiprotozoals,quinine,DG01019,quinine hydrochloride hydrate,D02261,(JP17)
Antiparasitics,Antiprotozoals,quinine,DG01019,quinine sulfate,D02262,(USP)
Antiparasitics,Antiprotozoals,quinine,DG01019,quinine ascorbate,D05681,(USAN)
Antiparasitics,Antiprotozoals,pentamidine,DG01902,pentamidine,D08333,(INN)
Antiparasitics,Antiprotozoals,pentamidine,DG01902,pentamidine isethionate,D00834,(USAN)
Antiparkinson Agents,Anticholinergics,benztropine,DG00859,benzatropine,D07511,(INN)
Antiparkinson Agents,Anticholinergics,benztropine,DG00859,benztropine mesylate,D00778,(USP)
Antiparkinson Agents,Anticholinergics,diphenhydramine,DG00390,diphenhydramine,D00300,(JP17/INN)
Antiparkinson Agents,Anticholinergics,diphenhydramine,DG00390,diphenhydramine hydrochloride,D00669,(JP17/USP)
Antiparkinson Agents,Anticholinergics,diphenhydramine,DG00390,diphenhydramine salicylate,D02419,(JAN)
Antiparkinson Agents,Anticholinergics,diphenhydramine,DG00390,diphenhydramine tannate,D03285,(JP17)
Antiparkinson Agents,Anticholinergics,diphenhydramine,DG00390,diphenhydramine laurylsulfate,D03360,(JAN)
Antiparkinson Agents,Anticholinergics,diphenhydramine,DG00390,diphenhydramine citrate,D03854,(USP)
Antiparkinson Agents,Anticholinergics,trihexyphenidyl,DG00851,trihexyphenidyl,D08638,(INN)
Antiparkinson Agents,Anticholinergics,trihexyphenidyl,DG00851,trihexyphenidyl hydrochloride,D00787,(JP17/USP)
Antiparkinson Agents,Dopamine Agonists,apomorphine,DG00486,apomorphine,D07460,(BAN)
Antiparkinson Agents,Dopamine Agonists,apomorphine,DG00486,apomorphine hydrochloride,D02004,(USP)
Antiparkinson Agents,Dopamine Agonists,bromocriptine,DG00452,bromocriptine,D03165,(USAN/INN)
Antiparkinson Agents,Dopamine Agonists,bromocriptine,DG00452,bromocriptine mesylate,D00780,(USP)
Antiparkinson Agents,Dopamine Agonists,pramipexole,DG00863,pramipexole,D05575,(USAN/INN)
Antiparkinson Agents,Dopamine Agonists,pramipexole,DG00863,pramipexole hydrochloride,D00559,(USAN)
Antiparkinson Agents,Dopamine Agonists,ropinirole,DG00862,ropinirole,D08489,(USAN/INN)
Antiparkinson Agents,Dopamine Agonists,ropinirole,DG00862,ropinirole hydrochloride,D00784,(JAN/USAN)
Antiparkinson Agents,Monoamine Oxidase B (MAO-B) Inhibitors,rasagiline,DG00865,rasagiline,D08469,(USAN/INN)
Antiparkinson Agents,Monoamine Oxidase B (MAO-B) Inhibitors,rasagiline,DG00865,rasagiline mesylate,D02562,(USAN)
Antiparkinson Agents,Monoamine Oxidase B (MAO-B) Inhibitors,selegiline,DG00864,selegiline,D03731,(USAN/INN)
Antiparkinson Agents,Monoamine Oxidase B (MAO-B) Inhibitors,selegiline,DG00864,selegiline hydrochloride,D00785,(JAN/USP)
Antiparkinson Agents,"Antiparkinson Agents, Other",amantadine,DG00860,amantadine,D07441,(INN)
Antiparkinson Agents,"Antiparkinson Agents, Other",amantadine,DG00860,amantadine hydrochloride,D00777,(JP17/USP)
Antipsychotics,1st Generation/Typical,chlorpromazine,DG00867,chlorpromazine,D00270,(USP/INN)
Antipsychotics,1st Generation/Typical,chlorpromazine,DG00867,chlorpromazine hydrochloride,D00789,(JP17/USP)
Antipsychotics,1st Generation/Typical,chlorpromazine,DG00867,chlorpromazine hibenzate,D03274,(JAN)
Antipsychotics,1st Generation/Typical,chlorpromazine,DG00867,chlorpromazine phenolphthalinate,D04034,(JAN)
Antipsychotics,1st Generation/Typical,chlorpromazine,DG00867,chlorpromazine tannate,D09819,(JAN)
Antipsychotics,1st Generation/Typical,fluphenazine,DG00874,fluphenazine,D07977,(INN)
Antipsychotics,1st Generation/Typical,fluphenazine,DG00874,fluphenazine hydrochloride,D00791,(JAN/USP)
Antipsychotics,1st Generation/Typical,fluphenazine,DG00874,fluphenazine enanthate,D00792,(JP17/USP)
Antipsychotics,1st Generation/Typical,fluphenazine,DG00874,fluphenazine decanoate,D00793,(JAN/USP)
Antipsychotics,1st Generation/Typical,fluphenazine,DG00874,fluphenazine maleate,D02163,(JAN)
Antipsychotics,1st Generation/Typical,haloperidol,DG00885,haloperidol,D00136,(JP17/USP/INN)
Antipsychotics,1st Generation/Typical,haloperidol,DG00885,haloperidol decanoate,D01898,(JAN/USAN)
Antipsychotics,1st Generation/Typical,loxapine,DG00897,loxapine,D02340,(USAN/INN)
Antipsychotics,1st Generation/Typical,loxapine,DG00897,loxapine succinate,D00794,(USP)
Antipsychotics,1st Generation/Typical,perphenazine,DG00875,perphenazine,D00503,(JP17/USP/INN)
Antipsychotics,1st Generation/Typical,perphenazine,DG00875,perphenazine maleate,D02037,(JP17)
Antipsychotics,1st Generation/Typical,perphenazine,DG00875,perphenazine fendizoate,D04038,(JAN)
Antipsychotics,1st Generation/Typical,prochlorperazine,DG00876,prochlorperazine,D00493,(JAN/USP/INN)
Antipsychotics,1st Generation/Typical,prochlorperazine,DG00876,prochlorperazine maleate,D00479,(JP17/USP)
Antipsychotics,1st Generation/Typical,prochlorperazine,DG00876,prochlorperazine mesilate,D02022,(JAN)
Antipsychotics,1st Generation/Typical,prochlorperazine,DG00876,prochlorperazine edisylate,D02609,(USP)
Antipsychotics,1st Generation/Typical,thioridazine,DG00882,thioridazine,D00373,(USP/INN)
Antipsychotics,1st Generation/Typical,thioridazine,DG00882,thioridazine hydrochloride,D00798,(JP17/USP)
Antipsychotics,1st Generation/Typical,thiothixene,DG00895,thiothixene,D00374,(USP)
Antipsychotics,1st Generation/Typical,thiothixene,DG00895,thiothixene hydrochloride,D02612,(USP)
Antipsychotics,1st Generation/Typical,trifluoperazine,DG00877,trifluoperazine,D08636,(INN)
Antipsychotics,1st Generation/Typical,trifluoperazine,DG00877,trifluoperazine hydrochloride,D00799,(JAN/USP)
Antipsychotics,1st Generation/Typical,trifluoperazine,DG00877,trifluoperazine maleate,D01448,(JAN)
Antipsychotics,2nd Generation/Atypical,aripiprazole,DG00906,aripiprazole,D01164,(JAN/USAN/INN)
Antipsychotics,2nd Generation/Atypical,aripiprazole,DG00906,aripiprazole cavoxil,D10355,(USAN)
Antipsychotics,2nd Generation/Atypical,aripiprazole,DG00906,aripiprazole lauroxil,D10364,(USAN)
Antipsychotics,2nd Generation/Atypical,aripiprazole,DG00906,aripiprazole hydrate,D10516,(JAN)
Antipsychotics,2nd Generation/Atypical,olanzapine,DG00898,olanzapine,D00454,(JAN/USAN/INN)
Antipsychotics,2nd Generation/Atypical,olanzapine,DG00898,olanzapine pamoate,D06623,(USAN)
Antipsychotics,2nd Generation/Atypical,quetiapine,DG00899,quetiapine,D08456,(INN)
Antipsychotics,2nd Generation/Atypical,quetiapine,DG00899,quetiapine fumarate,D00458,(JP17/USAN)
Antipsychotics,2nd Generation/Atypical,paliperidone,DG00907,paliperidone,D05339,(JAN/USAN/INN)
Antipsychotics,2nd Generation/Atypical,paliperidone,DG00907,paliperidone palmitate,D05340,(JAN/USAN)
Antipsychotics,2nd Generation/Atypical,ziprasidone,DG00892,ziprasidone,D08687,(INN)
Antipsychotics,2nd Generation/Atypical,ziprasidone,DG00892,ziprasidone hydrochloride,D01939,(USAN)
Antipsychotics,2nd Generation/Atypical,ziprasidone,DG00892,ziprasidone mesylate,D02100,(USAN)
Antivirals,Anti-cytomegalovirus (CMV) Agents,cidofovir,DG00648,cidofovir,D00273,(USAN/INN)
Antivirals,Anti-cytomegalovirus (CMV) Agents,foscarnet,DG00651,foscarnet sodium,D00579,(USAN/INN)
Antivirals,Anti-cytomegalovirus (CMV) Agents,foscarnet,DG00651,foscarnet sodium hydrate,D02267,(JAN)
Antivirals,Anti-cytomegalovirus (CMV) Agents,ganciclovir,DG00646,ganciclovir,D00333,(JAN/USP/INN)
Antivirals,Anti-cytomegalovirus (CMV) Agents,ganciclovir,DG00646,ganciclovir sodium,D04301,(USAN)
Antivirals,Anti-cytomegalovirus (CMV) Agents,valganciclovir,DG00649,valganciclovir,D02495,(INN)
Antivirals,Anti-cytomegalovirus (CMV) Agents,valganciclovir,DG00649,valganciclovir hydrochloride,D03256,(JAN/USAN)
Antivirals,Anti-hepatitis B (HBV) Agents,adefovir,DG01224,adefovir,D02768,(USAN/INN)
Antivirals,Anti-hepatitis B (HBV) Agents,adefovir,DG01224,adefovir dipivoxil,D01655,(USAN)
Antivirals,Anti-hepatitis B (HBV) Agents,entecavir,DG00661,entecavir,D07896,(INN)
Antivirals,Anti-hepatitis B (HBV) Agents,entecavir,DG00661,entecavir,D04008,(USAN)
Antivirals,Anti-hepatitis B (HBV) Agents,tenofovir,DG01223,tenofovir,D06074,(USAN)
Antivirals,Anti-hepatitis B (HBV) Agents,tenofovir,DG01223,tenofovir disoproxil fumarate,D01982,(JAN/USAN)
Antivirals,Anti-hepatitis B (HBV) Agents,tenofovir,DG01223,tenofovir alafenamide,D10428,(USAN/INN)
Antivirals,Anti-hepatitis B (HBV) Agents,tenofovir,DG01223,tenofovir alafenamide fumarate,D10605,(USAN/JAN)
Antivirals,Anti-hepatitis C (HCV) Agents,simeprevir,DG01246,simeprevir,D10081,(JAN/USAN)
Antivirals,Anti-hepatitis C (HCV) Agents,simeprevir,DG01246,simeprevir sodium,D10469,(JAN)
Antivirals,Antiherpetic Agents,acyclovir,DG00406,acyclovir,D00222,(USP)
Antivirals,Antiherpetic Agents,acyclovir,DG00406,acyclovir sodium,D02764,(USAN)
Antivirals,Antiherpetic Agents,foscarnet,DG00651,foscarnet sodium,D00579,(USAN/INN)
Antivirals,Antiherpetic Agents,foscarnet,DG00651,foscarnet sodium hydrate,D02267,(JAN)
Antivirals,Antiherpetic Agents,penciclovir,DG00408,penciclovir,D05407,(USAN/INN)
Antivirals,Antiherpetic Agents,penciclovir,DG00408,penciclovir sodium,D02124,(USAN)
Antivirals,Antiherpetic Agents,valacyclovir,DG00647,valaciclovir,D08664,(INN)
Antivirals,Antiherpetic Agents,valacyclovir,DG00647,valacyclovir hydrochloride,D00398,(USAN)
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",delavirdine,DG00662,delavirdine,D07782,(INN)
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",delavirdine,DG00662,delavirdine mesylate,D00895,(USAN)
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",rilpivirine,DG00663,rilpivirine,D09720,(USAN/INN)
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",rilpivirine,DG00663,rilpivirine hydrochloride,D09958,(JAN/USAN)
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",abacavir,DG00660,abacavir,D07057,(INN)
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",abacavir,DG00660,abacavir sulfate,D00891,(JAN/USAN)
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",abacavir,DG00660,abacavir succinate,D02734,(USAN)
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",tenofovir,DG01223,tenofovir,D06074,(USAN)
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",tenofovir,DG01223,tenofovir disoproxil fumarate,D01982,(JAN/USAN)
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",tenofovir,DG01223,tenofovir alafenamide,D10428,(USAN/INN)
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",tenofovir,DG01223,tenofovir alafenamide fumarate,D10605,(USAN/JAN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",atazanavir,DG00657,atazanavir,D07471,(INN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",atazanavir,DG00657,atazanavir sulfate,D01276,(JAN/USAN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",darunavir,DG00659,darunavir,D03656,(USAN/INN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",darunavir,DG00659,darunavir ethanolate,D06478,(JAN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",fosamprenavir,DG00656,fosamprenavir,D02497,(INN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",fosamprenavir,DG00656,fosamprenavir calcium hydrate,D02867,(JAN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",fosamprenavir,DG00656,fosamprenavir calcium,D03835,(USAN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",fosamprenavir,DG00656,fosamprenavir sodium,D03837,(USAN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",indinavir,DG00654,indinavir,D03833,(USAN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",indinavir,DG00654,indinavir sulfate,D00897,(USAN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",indinavir,DG00654,indinavir sulfate ethanolate,D02861,(JAN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",nelfinavir,DG00655,nelfinavir,D08259,(INN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",nelfinavir,DG00655,nelfinavir mesylate,D00899,(USAN/INN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",saquinavir,DG00653,saquinavir,D00429,(JAN/USP/INN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",saquinavir,DG00653,saquinavir mesylate,D01160,(USP)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",tipranavir,DG00658,tipranavir,D08605,(INN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",tipranavir,DG00658,tipranavir disodium,D03843,(USAN)
Antivirals,"Anti-HIV Agents, Integrase Inhibitors (INSTI)",dolutegravir,DG00667,dolutegravir,D10066,(USAN)
Antivirals,"Anti-HIV Agents, Integrase Inhibitors (INSTI)",dolutegravir,DG00667,dolutegravir sodium,D10113,(JAN/USAN)
Antivirals,"Anti-HIV Agents, Integrase Inhibitors (INSTI)",raltegravir,DG00666,raltegravir,D06676,(USAN/INN)
Antivirals,"Anti-HIV Agents, Integrase Inhibitors (INSTI)",raltegravir,DG00666,raltegravir potassium,D07133,(JAN/USAN)
Antivirals,"Anti-HIV Agents, Other",raltegravir,DG00666,raltegravir,D06676,(USAN/INN)
Antivirals,"Anti-HIV Agents, Other",raltegravir,DG00666,raltegravir potassium,D07133,(JAN/USAN)
Antivirals,Anti-influenza Agents,amantadine,DG00860,amantadine,D07441,(INN)
Antivirals,Anti-influenza Agents,amantadine,DG00860,amantadine hydrochloride,D00777,(JP17/USP)
Antivirals,Anti-influenza Agents,oseltamivir,DG00665,oseltamivir,D08306,(INN)
Antivirals,Anti-influenza Agents,oseltamivir,DG00665,oseltamivir phosphate,D00900,(JAN/USAN)
Antivirals,Anti-influenza Agents,rimantadine,DG00650,rimantadine,D08483,(INN)
Antivirals,Anti-influenza Agents,rimantadine,DG00650,rimantadine hydrochloride,D00901,(USAN)
Antivirals,Anti-influenza Agents,zanamivir,DG00664,zanamivir,D00902,(USAN/INN)
Antivirals,Anti-influenza Agents,zanamivir,DG00664,zanamivir hydrate,D01937,(JAN)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),duloxetine,DG00962,duloxetine,D07880,(INN)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),duloxetine,DG00962,duloxetine hydrochloride,D01179,(JAN/USAN)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),escitalopram,DG00947,escitalopram,D07913,(INN)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),escitalopram,DG00947,escitalopram oxalate,D02567,(JAN/USAN)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,DG00944,paroxetine,D02362,(USP/INN)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,DG00944,paroxetine hydrochloride hydrate,D02260,(JP17)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,DG00944,paroxetine hydrochloride,D05374,(USP)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,DG00944,paroxetine mesylate,D05375,(USAN)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),sertraline,DG00945,sertraline,D02360,(INN)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),sertraline,DG00945,sertraline hydrochloride,D00825,(JAN/USAN)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),venlafaxine,DG00959,venlafaxine,D08670,(INN)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),venlafaxine,DG00959,venlafaxine hydrochloride,D00821,(JAN/USAN)
Anxiolytics,Benzodiazepines,chlordiazepoxide,DG00908,chlordiazepoxide,D00267,(JP17/USP/INN)
Anxiolytics,Benzodiazepines,chlordiazepoxide,DG00908,chlordiazepoxide hydrochloride,D00693,(JAN/USP)
Anxiolytics,Benzodiazepines,clorazepate,DG01218,clorazepate dipotassium,D00694,(JP17/USP)
Anxiolytics,Benzodiazepines,clorazepate,DG01218,clorazepate monopotassium,D03562,(USAN)
Anxiolytics,"Anxiolytics, Other",buspirone,DG00913,buspirone,D07593,(INN)
Anxiolytics,"Anxiolytics, Other",buspirone,DG00913,buspirone hydrochloride,D00702,(USP)
Anxiolytics,"Anxiolytics, Other",doxepin,DG00937,doxepin,D07875,(INN)
Anxiolytics,"Anxiolytics, Other",doxepin,DG00937,doxepin hydrochloride,D00814,(USP)
Anxiolytics,"Anxiolytics, Other",hydroxyzine,DG00912,hydroxyzine,D08054,(INN)
Anxiolytics,"Anxiolytics, Other",hydroxyzine,DG00912,hydroxyzine hydrochloride,D00672,(JP17/USP)
Anxiolytics,"Anxiolytics, Other",hydroxyzine,DG00912,hydroxyzine pamoate,D01096,(JP17/USP)
Bipolar Agents,Mood Stabilizers,lithium,DG00903,lithium carbonate,D00801,(JP17/USP)
Bipolar Agents,Mood Stabilizers,lithium,DG00903,lithium citrate,D04749,(USP)
Bipolar Agents,Mood Stabilizers,lithium,DG00903,lithium hydroxide,D04750,(USP)
Bipolar Agents,Mood Stabilizers,valproate,DG00849,valproic acid,D00399,(USP)
Bipolar Agents,Mood Stabilizers,valproate,DG00849,divalproex sodium,D00304,(USP)
Bipolar Agents,Mood Stabilizers,valproate,DG00849,valproate sodium,D00710,(USAN)
Bipolar Agents,"Bipolar Agents, Other",aripiprazole,DG00906,aripiprazole,D01164,(JAN/USAN/INN)
Bipolar Agents,"Bipolar Agents, Other",aripiprazole,DG00906,aripiprazole cavoxil,D10355,(USAN)
Bipolar Agents,"Bipolar Agents, Other",aripiprazole,DG00906,aripiprazole lauroxil,D10364,(USAN)
Bipolar Agents,"Bipolar Agents, Other",aripiprazole,DG00906,aripiprazole hydrate,D10516,(JAN)
Bipolar Agents,"Bipolar Agents, Other",olanzapine,DG00898,olanzapine,D00454,(JAN/USAN/INN)
Bipolar Agents,"Bipolar Agents, Other",olanzapine,DG00898,olanzapine pamoate,D06623,(USAN)
Bipolar Agents,"Bipolar Agents, Other",quetiapine,DG00899,quetiapine,D08456,(INN)
Bipolar Agents,"Bipolar Agents, Other",quetiapine,DG00899,quetiapine fumarate,D00458,(JP17/USAN)
Bipolar Agents,"Bipolar Agents, Other",ziprasidone,DG00892,ziprasidone,D08687,(INN)
Bipolar Agents,"Bipolar Agents, Other",ziprasidone,DG00892,ziprasidone hydrochloride,D01939,(USAN)
Bipolar Agents,"Bipolar Agents, Other",ziprasidone,DG00892,ziprasidone mesylate,D02100,(USAN)
Blood Glucose Regulators,Antidiabetic Agents,pramlintide,DG00120,pramlintide,D05594,(USAN/INN)
Blood Glucose Regulators,Antidiabetic Agents,pramlintide,DG00120,pramlintide acetate,D05595,(USAN)
Blood Glucose Regulators,Antidiabetic Agents,metformin,DG00113,metformin,D04966,(USAN/INN)
Blood Glucose Regulators,Antidiabetic Agents,metformin,DG00113,metformin hydrochloride,D00944,(JP17/USP)
Blood Glucose Regulators,Antidiabetic Agents,colesevelam,DG00361,colesevelam,D07743,(INN)
Blood Glucose Regulators,Antidiabetic Agents,colesevelam,DG00361,colesevelam hydrochloride,D03582,(USAN)
Blood Glucose Regulators,Antidiabetic Agents,saxagliptin,DG00119,saxagliptin,D08996,(INN)
Blood Glucose Regulators,Antidiabetic Agents,saxagliptin,DG00119,saxagliptin hydrate,D09753,(JAN/USAN)
Blood Glucose Regulators,Antidiabetic Agents,sitagliptin,DG00118,sitagliptin,D08516,(Prop.INN)
Blood Glucose Regulators,Antidiabetic Agents,sitagliptin,DG00118,sitagliptin phosphate,D06645,(USAN)
Blood Glucose Regulators,Antidiabetic Agents,bromocriptine,DG00452,bromocriptine,D03165,(USAN/INN)
Blood Glucose Regulators,Antidiabetic Agents,bromocriptine,DG00452,bromocriptine mesylate,D00780,(USP)
Blood Glucose Regulators,Antidiabetic Agents,tolbutamide,DG00115,tolbutamide,D00380,(JP17/USP/INN)
Blood Glucose Regulators,Antidiabetic Agents,pioglitazone,DG00117,pioglitazone,D08378,(INN)
Blood Glucose Regulators,Antidiabetic Agents,pioglitazone,DG00117,pioglitazone hydrochloride,D00945,(JP17/USP)
Blood Glucose Regulators,Antidiabetic Agents,rosiglitazone,DG00116,rosiglitazone,D08491,(INN)
Blood Glucose Regulators,Antidiabetic Agents,rosiglitazone,DG00116,rosiglitazone maleate,D00596,(JAN/USAN)
Blood Glucose Regulators,Glycemic Agents,glucagon,DG00511,glucagon,D00116,(JAN/USP/INN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,dabigatran,DG00164,dabigatran,D09707,(USAN/INN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,dabigatran,DG00164,dabigatran etexilate,D07144,(USAN/INN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,dabigatran,DG00164,dabigatran etexilate mesylate,D07082,(USAN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,warfarin,DG00149,warfarin,D08682,(INN)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,warfarin,DG00149,warfarin sodium,D00564,(USP)
Blood Products/Modifiers/Volume Expanders,Anticoagulants,warfarin,DG00149,warfarin potassium,D01280,(JP17)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,anagrelide,DG00727,anagrelide,D07455,(INN/BAN)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,anagrelide,DG00727,anagrelide hydrochloride,D02933,(USAN)
Blood Products/Modifiers/Volume Expanders,Blood Formation Modifiers,anagrelide,DG00727,anagrelide hydrochloride hydrate,D10255,(JAN)
Blood Products/Modifiers/Volume Expanders,Platelet Modifying Agents,clopidogrel,DG00155,clopidogrel,D07729,(USP/INN)
